date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:36:50	3420/3420	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2011%20Oct%202017%2003:36:48%20GMT	http://www.angeluccijewelry.com/'https://d3ciwvs59ifrt8.cloudfront.net/1d0f867a-0e9d-437b-82e5-5e9fde6477de/18a865d3-bec3-4124-a941-50804703290a_l.jpg'	C:/My%20Web%20Sites/Jewelry/www.angeluccijewelry.com/'https_/d3ciwvs59ifrt8.cloudfront.net/1d0f867a-0e9d-437b-82e5-5e9fde6477de/18a865d3-bec3-4124-a941-50804703290a_l.jpg'	(from http://www.angeluccijewelry.com/)
20:36:51	3420/3420	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2011%20Oct%202017%2003:36:50%20GMT	http://www.angeluccijewelry.com/'https://d3ciwvs59ifrt8.cloudfront.net/1d0f867a-0e9d-437b-82e5-5e9fde6477de/95dd13dc-f232-4713-9bea-ddfddcd5bfcc_l.jpg'	C:/My%20Web%20Sites/Jewelry/www.angeluccijewelry.com/'https_/d3ciwvs59ifrt8.cloudfront.net/1d0f867a-0e9d-437b-82e5-5e9fde6477de/95dd13dc-f232-4713-9bea-ddfddcd5bfcc_l.jpg'	(from http://www.angeluccijewelry.com/)
20:36:53	3420/3420	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2011%20Oct%202017%2003:36:51%20GMT	http://www.angeluccijewelry.com/'https://d3ciwvs59ifrt8.cloudfront.net/1d0f867a-0e9d-437b-82e5-5e9fde6477de/0b754ee2-a7e2-459b-bed4-dd7ece82acc1_l.jpg'	C:/My%20Web%20Sites/Jewelry/www.angeluccijewelry.com/'https_/d3ciwvs59ifrt8.cloudfront.net/1d0f867a-0e9d-437b-82e5-5e9fde6477de/0b754ee2-a7e2-459b-bed4-dd7ece82acc1_l.jpg'	(from http://www.angeluccijewelry.com/)
20:36:55	63259/63259	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Oct%202017%2003:36:53%20GMT	http://www.angeluccijewelry.com/reviews	C:/My%20Web%20Sites/Jewelry/www.angeluccijewelry.com/reviews.html	(from http://www.angeluccijewelry.com/)
20:36:57	47648/47648	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Oct%202017%2003:36:55%20GMT	http://www.angeluccijewelry.com/gallery	C:/My%20Web%20Sites/Jewelry/www.angeluccijewelry.com/gallery.html	(from http://www.angeluccijewelry.com/)
20:37:01	13724/13724	---M-Z	200	added ('OK')	image/png	etag:%228084b0705b27d31:0%22	http://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/error500_page-2016.png	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/error500_page-2016.png	(from http://www.angeluccijewelry.com/errorPage.aspx?error=500)
20:37:01	1984044/1984044	---M--	200	added ('OK')	image/jpeg	etag:%22ca48002af1eb8ee964f1e215942ddc7f%22	https://d3ciwvs59ifrt8.cloudfront.net/f9e4de2d-447f-479e-b66c-4e68979c5358/09ad1f7d-5a11-40cd-9c1d-75c4dfe023e8.jpg	C:/My%20Web%20Sites/Jewelry/d3ciwvs59ifrt8.cloudfront.net/f9e4de2d-447f-479e-b66c-4e68979c5358/09ad1f7d-5a11-40cd-9c1d-75c4dfe023e8.jpg	(from http://www.angeluccijewelry.com/)
20:37:01	1526913/1526913	---M--	200	added ('OK')	image/jpeg	etag:%22397e5d8a4b0c2073078265d3ad3df047%22	https://d3ciwvs59ifrt8.cloudfront.net/f9e4de2d-447f-479e-b66c-4e68979c5358/cd38483a-8d4d-4ff9-a0da-2d4a7bf743a4.jpg	C:/My%20Web%20Sites/Jewelry/d3ciwvs59ifrt8.cloudfront.net/f9e4de2d-447f-479e-b66c-4e68979c5358/cd38483a-8d4d-4ff9-a0da-2d4a7bf743a4.jpg	(from http://www.angeluccijewelry.com/)
20:37:01	202/202	---M-Z	200	added ('OK')	image/png	etag:%220fa6e1b42d31:0%22	https://create.test2.cmlmediasoft.com/_static2/_css/_images/close-icon.png	C:/My%20Web%20Sites/Jewelry/create.test2.cmlmediasoft.com/_static2/_css/_images/close-icon.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:02	202/202	---M-Z	200	added ('OK')	image/png	etag:%2280b1e1715b27d31:0%22	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/close-icon.png	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/close-icon.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:02	475/475	---M-Z	200	added ('OK')	image/png	etag:%2280b1e1715b27d31:0%22	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/closeSlidingCart.png	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/closeSlidingCart.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:02	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Oct%202017%2003:36:58%20GMT	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/news/sprite-news.png	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/news/sprite-news.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:02	1121/1121	---M-Z	200	added ('OK')	image/png	etag:%2280b1e1715b27d31:0%22	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/sprite-file-types.png	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/sprite-file-types.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:03	1989/1989	---M-Z	200	added ('OK')	image/png	etag:%2280de12735b27d31:0%22	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/sprite-social-share.png	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/sprite-social-share.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:03	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Oct%202017%2003:23:01%20GMT	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/events/tooltip-btmArr.png	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/events/tooltip-btmArr.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:03	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Oct%202017%2003:37:10%20GMT	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/events/tooltip-topArr.png	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/events/tooltip-topArr.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:04	202/202	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2011%20Oct%202017%2003:37:03%20GMT	http://www.angeluccijewelry.com/_service/proxy.ashx?url=http://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_svg/grayscale.svg	C:/My%20Web%20Sites/Jewelry/www.angeluccijewelry.com/_service/proxyfde5.svg	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:04	142/142	---M--	302	error ('Found')	text/html	date:Wed,%2011%20Oct%202017%2003:37:03%20GMT	http://www.angeluccijewelry.com/images/ui-bg_glass_95_fef1ec_1x400.png	C:/My%20Web%20Sites/Jewelry/www.angeluccijewelry.com/images/ui-bg_glass_95_fef1ec_1x400.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:04	4585/4585	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Oct%202017%2003:37:03%20GMT	http://www.angeluccijewelry.com/errorPage.aspx?error=404	C:/My%20Web%20Sites/Jewelry/www.angeluccijewelry.com/errorPagec1f0.html	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:04	3158/3158	---M-Z	200	added ('OK')	image/png	etag:%2280b1e1715b27d31:0%22	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/ui-icons_222222_256x240.png	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/ui-icons_222222_256x240.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:04	160/160	---M-Z	200	added ('OK')	image/png	etag:%228084b0705b27d31:0%22	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/rightarrowcalender.png	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/rightarrowcalender.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:05	3074/3074	---M-Z	200	added ('OK')	image/png	etag:%2280b1e1715b27d31:0%22	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/ui-icons_888888_256x240.png	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/ui-icons_888888_256x240.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:05	3075/3075	---M-Z	200	added ('OK')	image/png	etag:%2280b1e1715b27d31:0%22	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/ui-icons_454545_256x240.png	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/ui-icons_454545_256x240.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:05	142/142	---M--	302	error ('Found')	text/html	date:Wed,%2011%20Oct%202017%2003:37:05%20GMT	http://www.angeluccijewelry.com/images/ui-icons_454545_256x240.png	C:/My%20Web%20Sites/Jewelry/www.angeluccijewelry.com/images/ui-icons_454545_256x240.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:05	142/142	---M--	302	error ('Found')	text/html	date:Wed,%2011%20Oct%202017%2003:37:04%20GMT	http://www.angeluccijewelry.com/images/ui-icons_2e83ff_256x240.png	C:/My%20Web%20Sites/Jewelry/www.angeluccijewelry.com/images/ui-icons_2e83ff_256x240.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:06	142/142	---M--	302	error ('Found')	text/html	date:Wed,%2011%20Oct%202017%2003:37:05%20GMT	http://www.angeluccijewelry.com/images/ui-icons_cd0a0a_256x240.png	C:/My%20Web%20Sites/Jewelry/www.angeluccijewelry.com/images/ui-icons_cd0a0a_256x240.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:06	142/142	---M--	302	error ('Found')	text/html	date:Wed,%2011%20Oct%202017%2003:37:05%20GMT	http://www.angeluccijewelry.com/images/ui-bg_flat_0_aaaaaa_40x100.png	C:/My%20Web%20Sites/Jewelry/www.angeluccijewelry.com/images/ui-bg_flat_0_aaaaaa_40x100.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:06	142/142	---M--	302	error ('Found')	text/html	date:Wed,%2011%20Oct%202017%2003:37:05%20GMT	http://www.angeluccijewelry.com/images/ui-bg_flat_0_aaaaaa_40x100.png	C:/My%20Web%20Sites/Jewelry/www.angeluccijewelry.com/images/ui-bg_flat_0_aaaaaa_40x100.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:06	989/989	---M-Z	200	added ('OK')	image/png	etag:%228084b0705b27d31:0%22	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/fancybox_sprite.png	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/fancybox_sprite.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:06	3866/3866	---M--	200	added ('OK')	image/gif	etag:%2280de12735b27d31:0%22	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/fancybox_loading.gif	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/fancybox_loading.gif	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:07	43/43	---M--	200	added ('OK')	image/gif	etag:%2280de12735b27d31:0%22	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/blank.gif	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/blank.gif	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:07	95/95	---M-Z	200	added ('OK')	image/png	etag:%2280b1e1715b27d31:0%22	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/fancybox_overlay.png	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/fancybox_overlay.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:07	724/724	---M-Z	200	added ('OK')	image/png	etag:%2280de12735b27d31:0%22	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/fancybox_buttons.png	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/fancybox_buttons.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:07	1787/1787	---M--	200	added ('OK')	image/gif	etag:%2280de12735b27d31:0%22	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/progress.gif	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/progress.gif	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
20:37:07	399/399	---M-Z	200	added ('OK')	image/png	etag:%2280b1e1715b27d31:0%22	https://d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/pin-white-resize-32x32.png	C:/My%20Web%20Sites/Jewelry/d1qgs0cj2a6pkw.cloudfront.net/moprosuite/v210/create/_static2/_css/_images/pin-white-resize-32x32.png	(from http://www.angeluccijewelry.com/csslint.ashx?id=e0788fc8-fd73-407a-9f7b-e5f8c4d0b9fc&bust=20170815095829450)
